BatchID,ProductName,Stage,InputWeight_kg,OutputWeight_kg,Duration_hr,RoomTemp_C,Humidity_%,Operator,MachineID,DeviationType,Date,Remarks
4152,Omeprazole 20mg,Granulation,161.2,155.8,3.1,25,48,Henry,C-01,Sticking,9/26/2025,Normal run
4152,Omeprazole 20mg,Compression,141.9,140.2,3.5,24.6,,Isaac,G-01,Capping,9/8/2025,Deviated yield
4152,Omeprazole 20mg,Coating,195.4,192.8,4,24.3,,Bob,C-03,Weight variation,9/25/2025,Minor loss
4153,Paracetamol 500mg,Granulation,141.2,138.1,3.4,25.8,43,Charlie,CT-03,Spillage,9/10/2025,Within spec
4153,Paracetamol 500mg,Compression,183.5,179.6,3.2,22.4,,Grace,CT-03,Spillage,9/16/2025,Humidity issue
4153,Paracetamol 500mg,Coating,110.1,108.2,3.4,23.3,,Henry,C-02,Capping,9/24/2025,Minor loss
4154,Metformin 500mg,Granulation,188,186.4,5.5,25,,Eve,CT-03,Weight variation,9/6/2025,Within spec
4154,Metformin 500mg,Compression,135.6,133.5,3.9,23,49,David,G-02,Uneven coating,9/13/2025,Normal run
4154,Metformin 500mg,Coating,196.7,194.9,3.4,22.8,,Henry,G-01,Spillage,9/3/2025,Minor loss
4155,Vitamin C 100mg,Granulation,111.2,107.7,5.4,22.1,,Bob,G-01,Weight variation,9/23/2025,Deviated yield
4155,Vitamin C 100mg,Compression,153.9,149,4.2,24.9,,Isaac,G-01,Weight variation,10/1/2025,Minor loss
4155,Vitamin C 100mg,Coating,187.4,182.2,4.2,25.5,46,Isaac,C-03,None,9/30/2025,Deviated yield
4156,Metformin 500mg,Granulation,173.4,167.5,4.6,25.9,41,David,CT-04,Peeling,9/28/2025,Slight delay
4156,Metformin 500mg,Compression,138.9,137.7,3.8,22.4,51,Bob,C-01,Sticking,10/1/2025,Slight delay
4156,Metformin 500mg,Coating,128,123.7,5.2,25.4,43,Frank,CT-01,Peeling,9/18/2025,Humidity issue
4157,Omeprazole 20mg,Granulation,143.5,139.1,5.3,25,49,Charlie,CT-03,Weight variation,9/6/2025,Slight delay
4157,Omeprazole 20mg,Compression,186.5,180.5,3.1,22.5,44,Charlie,C-01,Uneven coating,9/12/2025,Normal run
4157,Omeprazole 20mg,Coating,134,132.7,5.2,23.7,,David,C-03,None,9/9/2025,Minor loss
4158,Ibuprofen 200mg,Granulation,161.9,158.5,4.7,22.3,,Isaac,C-02,Sticking,9/28/2025,Deviated yield
4158,Ibuprofen 200mg,Compression,195.4,188.9,3.7,24.7,,Grace,G-02,Spillage,9/26/2025,Normal run
4158,Ibuprofen 200mg,Coating,143.1,138.2,4.4,25.6,,David,CT-01,Weight variation,9/7/2025,Minor loss
4159,Paracetamol 500mg,Granulation,185.8,180.3,5.1,24.5,47,Bob,C-02,Capping,9/15/2025,Rework required
4159,Paracetamol 500mg,Compression,182.7,180.2,5.2,22.5,,Bob,CT-02,Peeling,9/7/2025,Slight delay
4159,Paracetamol 500mg,Coating,115.8,112.4,3.9,24.3,41,Grace,CT-01,Sticking,9/30/2025,Deviated yield
4160,Amoxicillin 250mg,Granulation,118.7,116.4,3.9,24.3,49,Henry,G-03,Uneven coating,9/17/2025,Slight delay
4160,Amoxicillin 250mg,Compression,153.1,148.1,5.5,24.6,55,Alice,CT-03,Spillage,9/24/2025,Minor loss
4160,Amoxicillin 250mg,Coating,168.7,164.8,5.3,23.8,,Eve,C-03,Capping,9/18/2025,Within spec
4161,Cetirizine 10mg,Granulation,182,176.3,4.4,24,,Alice,CT-02,None,9/28/2025,Deviated yield
4161,Cetirizine 10mg,Compression,184.5,181.6,4.6,23.8,46,Eve,G-01,Capping,9/16/2025,Humidity issue
4161,Cetirizine 10mg,Coating,150.5,148.6,5.5,24.7,,Grace,C-03,Spillage,9/30/2025,Deviated yield
4162,Paracetamol 500mg,Granulation,193.9,189.8,4.5,25.6,54,Eve,CT-04,Spillage,9/29/2025,Slight delay
4162,Paracetamol 500mg,Compression,149.3,144.2,3.6,26,,Grace,CT-02,Weight variation,9/24/2025,Minor loss
4162,Paracetamol 500mg,Coating,116.2,113.8,4.4,22.7,40,Bob,CT-01,Weight variation,9/13/2025,Humidity issue
4163,Cetirizine 10mg,Granulation,119.1,116.9,4.6,25.2,47,Grace,G-03,Uneven coating,9/29/2025,Deviated yield
4163,Cetirizine 10mg,Compression,131.1,129.1,3.8,22.7,,Bob,G-03,Peeling,9/12/2025,Normal run
4163,Cetirizine 10mg,Coating,145.2,142.8,5.5,24,53,Charlie,G-01,Spillage,9/12/2025,Slight delay
4164,Ibuprofen 200mg,Granulation,180.8,179.6,5.3,25.8,44,David,C-03,Spillage,9/12/2025,Deviated yield
4164,Ibuprofen 200mg,Compression,166.9,161.4,5.1,23,,Alice,C-03,Peeling,9/3/2025,Deviated yield
4164,Ibuprofen 200mg,Coating,188.3,184.1,4.4,23.2,47,Alice,G-01,Capping,9/19/2025,Deviated yield
4165,Omeprazole 20mg,Granulation,176.2,174.1,5,22.3,50,Henry,G-01,Uneven coating,9/12/2025,Normal run
4165,Omeprazole 20mg,Compression,119.7,118.1,3.9,24.9,,Isaac,CT-04,Spillage,9/24/2025,Minor loss
4165,Omeprazole 20mg,Coating,152,148.6,3.8,26,55,Eve,G-02,Peeling,9/22/2025,Normal run
4166,Vitamin C 100mg,Granulation,149.8,145.5,5.1,24.3,,Bob,C-01,None,9/12/2025,Humidity issue
4166,Vitamin C 100mg,Compression,138.7,137,5.1,23.8,,Isaac,CT-02,None,9/1/2025,Normal run
4166,Vitamin C 100mg,Coating,193.7,192.5,5.2,25.2,54,Frank,CT-02,Capping,9/28/2025,Humidity issue
4167,Metformin 500mg,Granulation,155.5,152.8,4.5,25.3,,Eve,G-01,None,9/20/2025,Slight delay
4167,Metformin 500mg,Compression,185.6,179.2,3.8,22.4,,Alice,CT-02,Spillage,9/19/2025,Within spec
4167,Metformin 500mg,Coating,159.5,154.3,5.3,25.6,,Charlie,C-03,Sticking,9/15/2025,Minor loss
4168,Amoxicillin 250mg,Granulation,136.6,133.2,3.6,25,,Grace,C-03,None,9/29/2025,Minor loss
4168,Amoxicillin 250mg,Compression,185.7,179.5,5.5,25.3,,David,CT-02,Spillage,10/1/2025,Rework required
4168,Amoxicillin 250mg,Coating,113.8,109.9,5.4,25.3,,Bob,CT-04,Spillage,9/14/2025,Minor loss
4169,Amoxicillin 250mg,Granulation,165.5,162.5,4.9,23,44,Henry,CT-01,Peeling,9/17/2025,Within spec
4169,Amoxicillin 250mg,Compression,180.4,179,3,24.1,,Henry,G-02,Weight variation,9/30/2025,Normal run
4169,Amoxicillin 250mg,Coating,188.8,186.6,3.4,25.4,42,Grace,G-02,Sticking,9/19/2025,Within spec
4170,Cetirizine 10mg,Granulation,123.8,120.7,5.5,24.9,,Henry,C-02,Capping,9/12/2025,Humidity issue
4170,Cetirizine 10mg,Compression,143,138.9,3.5,22.9,52,Eve,G-02,None,9/3/2025,Rework required
4170,Cetirizine 10mg,Coating,156.1,150.9,5.2,25.3,50,Isaac,G-01,None,9/22/2025,Normal run
4171,Paracetamol 500mg,Granulation,166.6,164.3,3.7,23.9,41,Bob,CT-03,Weight variation,9/26/2025,Humidity issue
4171,Paracetamol 500mg,Compression,199.6,193.3,4.7,24.8,,Grace,C-03,Sticking,9/15/2025,Normal run
4171,Paracetamol 500mg,Coating,190.6,187,3.8,25.7,54,Charlie,CT-01,Uneven coating,9/28/2025,Humidity issue
4172,Metformin 500mg,Granulation,114.5,113.3,3.9,22.3,,Eve,G-02,None,9/12/2025,Normal run
4172,Metformin 500mg,Compression,171.6,166.3,3,23,47,Grace,G-03,None,9/9/2025,Normal run
4172,Metformin 500mg,Coating,186.3,181.4,4.2,22,48,David,CT-04,Spillage,9/13/2025,Normal run
4173,Omeprazole 20mg,Granulation,172.1,166.6,5.5,23.5,40,Charlie,C-03,Uneven coating,9/10/2025,Within spec
4173,Omeprazole 20mg,Compression,150.7,147.9,3.8,22.5,,Grace,G-03,Capping,9/2/2025,Deviated yield
4173,Omeprazole 20mg,Coating,136.9,132.6,4.8,22.3,52,Eve,C-01,None,9/9/2025,Deviated yield
4174,Vitamin C 100mg,Granulation,114.4,113.4,4.6,22.1,48,Eve,CT-02,Spillage,9/2/2025,Humidity issue
4174,Vitamin C 100mg,Compression,182.5,180.3,5.3,23.8,48,Eve,G-02,None,9/2/2025,Rework required
4174,Vitamin C 100mg,Coating,166.4,161.1,3.8,22.4,47,David,CT-04,Spillage,9/10/2025,Deviated yield
4175,Ibuprofen 200mg,Granulation,145.2,141.3,5.3,24.9,50,David,CT-01,Capping,9/3/2025,Within spec
4175,Ibuprofen 200mg,Compression,122.3,118.2,4.5,24,,David,CT-03,Spillage,9/22/2025,Normal run
4175,Ibuprofen 200mg,Coating,133.8,132.4,4.7,23.9,,Charlie,CT-01,Spillage,9/4/2025,Humidity issue
